,country,code,indicator,time,value
4998,Antigua and Barbuda,ATG,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
4999,Argentina,ARG,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5000,Armenia,ARM,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,58729
5001,Aruba,ABW,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5002,Australia,AUS,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,922699
5003,Austria,AUT,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,221389
5004,Azerbaijan,AZE,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,147909
5005,"Bahamas, The",BHS,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5006,Bahrain,BHR,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,7763
5007,Bangladesh,BGD,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5008,Barbados,BRB,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,6252
5009,Belarus,BLR,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,312339
5010,Belgium,BEL,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,307130
5011,Belize,BLZ,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5012,Benin,BEN,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,9964
5013,Bermuda,BMU,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5014,Bhutan,BTN,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5015,Bolivia,BOL,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5016,Bosnia and Herzegovina,BIH,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5017,Botswana,BWA,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,6830
5018,Brazil,BRA,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,1652333
5019,British Virgin Islands,VGB,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5020,Brunei Darussalam,BRN,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,1454
5021,Bulgaria,BGR,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,195447
5022,Burkina Faso,BFA,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,8813
5023,Burundi,BDI,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,4256
5024,Cabo Verde,CPV,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5025,Cambodia,KHM,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,10837
5026,Cameroon,CMR,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5027,Canada,CAN,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,1746919
5028,Cayman Islands,CYM,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5029,Central African Republic,CAF,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5030,Chad,TCD,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5031,Channel Islands,CHI,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5032,Chile,CHL,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,324594
5033,China,CHN,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,3699840
5034,Colombia,COL,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,547468
5035,Comoros,COM,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,229
5036,"Congo, Dem. Rep.",COD,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5037,"Congo, Rep.",COG,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,13806
5038,Costa Rica,CRI,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5039,Cote d'Ivoire,CIV,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,37811
5040,Croatia,HRV,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,77689
5041,Cuba,CUB,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,198474
5042,Curacao,CUW,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5043,Cyprus,CYP,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,6263
5044,Czech Republic,CZE,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,116560
5045,Denmark,DNK,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,164356
5046,Djibouti,DJI,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,61
5047,Dominica,DMA,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,484
5048,Dominican Republic,DOM,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5049,Ecuador,ECU,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5050,"Egypt, Arab Rep.",EGY,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5051,El Salvador,SLV,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,95451
5052,Equatorial Guinea,GNQ,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5053,Eritrea,ERI,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5054,Estonia,EST,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,24464
5055,Ethiopia,ETH,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5056,Faroe Islands,FRO,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5057,Fiji,FJI,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5058,Finland,FIN,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,188162
5059,France,FRA,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,1951994
5060,French Polynesia,PYF,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5061,Gabon,GAB,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5062,"Gambia, The",GMB,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5063,Georgia,GEO,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5064,Germany,DEU,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,2112642
5065,Ghana,GHA,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,19531
5066,Gibraltar,GIB,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5067,Greece,GRC,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,299023
5068,Greenland,GRL,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5069,Grenada,GRD,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5070,Guam,GUM,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5071,Guatemala,GTM,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,71567
5072,Guinea,GIN,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,7398
5073,Guinea-Bissau,GNB,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5074,Guyana,GUY,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5075,Haiti,HTI,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5076,Honduras,HND,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,47562
5077,"Hong Kong SAR, China",HKG,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,88950
5078,Hungary,HUN,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,117460
5079,Iceland,ISL,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,5672
5080,India,IND,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5081,Indonesia,IDN,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,1795453
5082,"Iran, Islamic Rep.",IRN,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5083,Iraq,IRQ,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5084,Ireland,IRL,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,108394
5085,Isle of Man,IMN,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5086,Israel,ISR,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,162219
5087,Italy,ITA,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,1615150
5088,Jamaica,JAM,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5089,Japan,JPN,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5090,Jordan,JOR,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,88506
5091,Kazakhstan,KAZ,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5092,Kenya,KEN,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5093,Kiribati,KIR,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5094,"Korea, Dem. People’s Rep.",PRK,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5095,"Korea, Rep.",KOR,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,1911765
5096,Kosovo,XKX,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5097,Kuwait,KWT,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,22113
5098,Kyrgyz Republic,KGZ,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,94592
5099,Lao PDR,LAO,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,6071
5100,Latvia,LVA,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,43610
5101,Lebanon,LBN,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5102,Lesotho,LSO,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,4001
5103,Liberia,LBR,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5104,Libya,LBY,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5105,Liechtenstein,LIE,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5106,Lithuania,LTU,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,72148
5107,Luxembourg,LUX,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,1274
5108,"Macao SAR, China",MAC,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,7271
5110,Madagascar,MDG,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,42681
5111,Malawi,MWI,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,5052
5112,Malaysia,MYS,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,170145
5113,Maldives,MDV,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5114,Mali,MLI,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,7507
5115,Malta,MLT,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,4662
5116,Marshall Islands,MHL,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5117,Mauritania,MRT,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,7501
5118,Mauritius,MUS,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,5969
5119,Mexico,MEX,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,1302590
5120,"Micronesia, Fed. Sts.",FSM,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5121,Moldova,MDA,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5122,Monaco,MCO,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5123,Mongolia,MNG,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,28722
5124,Montenegro,MNE,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5125,Morocco,MAR,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,267671
5126,Mozambique,MOZ,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,5250
5127,Myanmar,MMR,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,243870
5128,Namibia,NAM,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5129,Nauru,NRU,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5130,Nepal,NPL,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,102882
5131,Netherlands,NLD,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,506580
5132,New Caledonia,NCL,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5133,New Zealand,NZL,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,162932
5134,Nicaragua,NIC,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5135,Niger,NER,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5136,Nigeria,NGA,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5137,Northern Mariana Islands,MNP,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5138,Norway,NOR,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,166499
5139,Oman,OMN,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,7646
5140,Pakistan,PAK,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5141,Palau,PLW,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5142,Panama,PAN,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,69451
5143,Papua New Guinea,PNG,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5144,Paraguay,PRY,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,42654
5145,Peru,PER,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,666967
5146,Philippines,PHL,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5147,Poland,POL,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,627308
5148,Portugal,PRT,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,247523
5149,Puerto Rico,PRI,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5150,Qatar,QAT,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,7283
5151,Romania,ROU,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,235669
5152,Russian Federation,RUS,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,4727900
5153,Rwanda,RWA,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5154,Samoa,WSM,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5155,San Marino,SMR,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5156,Sao Tome and Principe,STP,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5157,Saudi Arabia,SAU,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,192625
5158,Senegal,SEN,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5159,Serbia,SRB,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5160,Seychelles,SYC,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5161,Sierra Leone,SLE,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5162,Singapore,SGP,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,72826
5163,Sint Maarten (Dutch part),SXM,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5164,Slovak Republic,SVK,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,66002
5165,Slovenia,SVN,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,39264
5166,Solomon Islands,SLB,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5167,Somalia,SOM,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5168,South Africa,ZAF,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,552948
5169,South Sudan,SSD,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5170,Spain,ESP,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,1370689
5171,Sri Lanka,LKA,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5172,St. Kitts and Nevis,KNA,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,394
5173,St. Lucia,LCA,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,870
5174,St. Martin (French part),MAF,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5175,St. Vincent and the Grenadines,VCT,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5176,Sudan,SDN,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5177,Suriname,SUR,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5179,Sweden,SWE,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,222826
5180,Switzerland,CHE,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,146266
5181,Syrian Arab Republic,SYR,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,228197
5182,Tajikistan,TJK,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,109016
5183,Tanzania,TZA,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,9350
5184,Thailand,THA,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,1156174
5185,Timor-Leste,TLS,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5186,Togo,TGO,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,8925
5187,Tonga,TON,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5188,Trinidad and Tobago,TTO,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,8170
5189,Tunisia,TUN,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,87780
5190,Turkey,TUR,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,923719
5191,Turkmenistan,TKM,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5192,Turks and Caicos Islands,TCA,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5193,Tuvalu,TUV,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5194,Uganda,UGA,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,24122
5195,Ukraine,UKR,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,1530200
5196,United Arab Emirates,ARE,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,10641
5197,United Kingdom,GBR,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,1528389
5198,United States,USA,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,14486304
5199,Uruguay,URY,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5200,Uzbekistan,UZB,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5201,Vanuatu,VUT,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5202,"Venezuela, RB",VEN,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5203,Vietnam,VNM,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,136800
5204,Virgin Islands (U.S.),VIR,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,2924
5205,West Bank and Gaza,PSE,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5206,"Yemen, Rep.",YEM,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5207,Zambia,ZMB,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5208,Zimbabwe,ZWE,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5209,Afghanistan,AFG,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5210,Albania,ALB,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,30185
5211,Algeria,DZA,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,298133
5212,American Samoa,ASM,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5213,Andorra,AND,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5214,Angola,AGO,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5215,Antigua and Barbuda,ATG,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5216,Argentina,ARG,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,1069617
5217,Armenia,ARM,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,47203
5218,Aruba,ABW,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5219,Australia,AUS,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,932969
5220,Austria,AUT,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,227444
5221,Azerbaijan,AZE,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,128242
5222,"Bahamas, The",BHS,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5223,Bahrain,BHR,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,7676
5224,Bangladesh,BGD,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5225,Barbados,BRB,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5226,Belarus,BLR,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,299640
5227,Belgium,BEL,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,322364
5228,Belize,BLZ,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5229,Benin,BEN,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,10586
5230,Bermuda,BMU,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5231,Bhutan,BTN,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5232,Bolivia,BOL,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5233,Bosnia and Herzegovina,BIH,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5234,Botswana,BWA,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,7728
5235,Brazil,BRA,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,1716263
5236,British Virgin Islands,VGB,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5237,Brunei Darussalam,BRN,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,1539
5238,Bulgaria,BGR,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,206179
5239,Burkina Faso,BFA,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,8815
5240,Burundi,BDI,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5241,Cabo Verde,CPV,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5242,Cambodia,KHM,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,12218
5243,Cameroon,CMR,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5244,Canada,CAN,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,1776792
5245,Cayman Islands,CYM,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5246,Central African Republic,CAF,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5247,Chad,TCD,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5248,Channel Islands,CHI,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5249,Chile,CHL,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,334808
5250,China,CHN,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,4505215
5251,Colombia,COL,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,576540
5252,Comoros,COM,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5253,"Congo, Dem. Rep.",COD,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5254,"Congo, Rep.",COG,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5255,Costa Rica,CRI,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5256,Cote d'Ivoire,CIV,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,49851
5257,Croatia,HRV,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,82361
5258,Cuba,CUB,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,176228
5259,Curacao,CUW,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5260,Cyprus,CYP,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,6732
5261,Czech Republic,CZE,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,163394
5262,Denmark,DNK,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,169619
5263,Djibouti,DJI,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,75
5264,Dominica,DMA,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5265,Dominican Republic,DOM,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5266,Ecuador,ECU,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5267,"Egypt, Arab Rep.",EGY,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5268,El Salvador,SLV,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,106795
5269,Equatorial Guinea,GNQ,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5270,Eritrea,ERI,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5271,Estonia,EST,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,24768
5272,Ethiopia,ETH,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,29000
5273,Faroe Islands,FRO,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5274,Fiji,FJI,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5275,Finland,FIN,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,197367
5276,France,FRA,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,2083232
5277,French Polynesia,PYF,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5278,Gabon,GAB,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5279,"Gambia, The",GMB,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5280,Georgia,GEO,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5281,Germany,DEU,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,2132162
5282,Ghana,GHA,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,20338
5283,Gibraltar,GIB,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5284,Greece,GRC,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,314002
5285,Greenland,GRL,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5286,Grenada,GRD,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5287,Guam,GUM,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5288,Guatemala,GTM,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,77051
5289,Guinea,GIN,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,7129
5290,Guinea-Bissau,GNB,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5291,Guyana,GUY,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,7503
5292,Haiti,HTI,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5293,Honduras,HND,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,54106
5294,"Hong Kong SAR, China",HKG,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,97392
5295,Hungary,HUN,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,144428
5296,Iceland,ISL,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,7059
5297,India,IND,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5298,Indonesia,IDN,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,2043380
5299,"Iran, Islamic Rep.",IRN,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5300,Iraq,IRQ,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5301,Ireland,IRL,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,117641
5302,Isle of Man,IMN,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5303,Israel,ISR,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5304,Italy,ITA,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,1770253
5305,Jamaica,JAM,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5306,Japan,JPN,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,3841134
